procs,time1,time2,time3,time4,max_error,l2_error
2.0,1.845470929,0.387823711,0.385470741,0.385872931,0.20577747295869545,0.0442478562395574
4.0,5.374861639,0.203794306,0.202321916,0.202597022,0.20577747295869545,0.05910091619039959
8.0,5.378533488,0.108418867,0.110014888,0.110083429,0.20577747295869545,0.056333015829518995
16.0,7.040125024,0.070068618,0.06944335,0.069246869,0.20577747295869545,0.0743575082265869
32.0,6.793450988,0.093954753,0.052220383,0.051712547,0.20577747295869545,0.08392080335553186
64.0,5.433349843,0.04438261,0.059491686,0.051321657,0.20577747295869545,0.10384038874405889
128.0,9.078651411,1.911901848,1.324202515,1.455851271,0.20577747295869545,0.09559308752054081
256.0,15.328848872,8.969711403,6.741215012,8.480623211,0.20577747295869545,0.10683281482046648
