procs,sim_time1,sim_time2,sim_time3,sim_time4,sim_time5,sim_time6,mpi_time1,mpi_time2,mpi_time3,mpi_time4,mpi_time5,mpi_time6,max_error,l2_error
1.0,0.683013121,0.5580843120000001,0.558136872,0.579815896,0.555265573,0.560974645,0.0,0.0,0.0,0.0,0.0,0.0,0.0003703635481636738,8.989892339050925e-5
2.0,0.282337902,0.286333603,0.28643296500000004,0.286688045,0.285681412,0.299914623,2.3262722780000002,0.003947264000000001,0.003915905,0.003115021,0.004148844,0.031739201999999994,0.0003703635481636738,0.00012491357934999063
4.0,0.151275282,0.151864125,0.150956032,0.151141177,0.150834164,0.150329872,2.873966981999999,0.022920934999999996,0.010858470000000002,0.028113871,0.007154524000000001,0.027433603999999997,0.0003867522627289919,0.00013022119104812255
8.0,0.078928667,0.07682867899999998,0.077007869,0.07734235299999999,0.077310663,0.077324187,2.8753940720000006,0.012044182,0.012136767,0.021058697,0.011157406,0.011866696999999999,1.4483757861655786e-5,4.521387416706164e-6
16.0,0.047370103,0.044644245000000006,0.044638987,0.045137151,0.045794918,0.043895631000000004,2.9249884310000005,0.023982645999999996,0.003937177,0.008491957000000001,0.026673374999999996,0.012005066,5.101325971911715e-5,2.1799024979399116e-5
32.0,0.024401466000000004,0.023835614999999997,0.023976895,0.023477168,0.023608614,0.023380785999999997,2.9046023749999996,0.01928528,0.028065503999999998,0.019475325999999998,0.005745882999999999,0.00594838,1.1305671005770452e-5,4.956293875053018e-6
64.0,0.013375775,0.01302178,0.01308991,0.012825320000000001,0.012784748,0.012882417,3.1802897470000002,0.108016889,0.038410753,0.04809984400000001,0.030908751999999998,0.008723788,9.404970173940859e-6,5.160960713004981e-6
128.0,0.008041930000000001,0.008243466999999999,0.008257555,0.008022751,0.008007893,0.00818425,3.076221367,0.022692014000000003,0.029014678,0.075262815,0.08846951,0.16999953499999998,4.646933752709393e-6,2.279367020390653e-6
256.0,0.006610942999999999,0.006161234,0.006173026000000001,0.006158117,0.006138068,0.006204869,3.4830145199999993,0.018682756000000002,0.016962053,0.019526478,0.018542676,0.067135984,2.907874551763544e-5,1.698637602922594e-5
512.0,0.004294778,0.004131081,0.004189026,0.004124669,0.004115662000000001,0.00413548,3.7010787869999997,0.096806959,0.05470385099999999,0.012773048,0.042894656999999996,0.011789425,2.139539279517579e-6,1.1504387191346473e-6
