procs,sim_time1,sim_time2,sim_time3,sim_time4,sim_time5,sim_time6,sim_time7,sim_time8,sim_time9,sim_time10,sim_time11,sim_time12,mpi_time1,mpi_time2,mpi_time3,mpi_time4,mpi_time5,mpi_time6,mpi_time7,mpi_time8,mpi_time9,mpi_time10,mpi_time11,mpi_time12,max_error,l2_error
2.0,4.099772043,3.963978466,3.8510959719999995,4.116767974999999,3.836801971,3.8554029,3.8481611,3.846007178,3.8544597569999994,3.8153517750000003,3.8804571009999997,3.8235277950000004,3.4013414469999996,0.017575011,0.35620123,0.014101385000000003,0.067764904,0.046998485,0.008088438,0.038578439,0.008229512,0.07015614100000002,0.010176850000000001,0.032946217,0.00033252061388563834,0.00011577139267455238
4.0,1.8648745069999997,1.8842267799999999,1.9047916360000001,1.9298123459999998,1.878333829,1.9054675039999998,1.9086777880000003,1.928871011,1.886125747,1.9075980359999998,1.9067125390000002,1.8843971590000002,7.403090015,0.5762821260000002,0.10601942600000001,0.081707827,0.129830913,0.064116323,0.42957153700000006,0.079895147,0.07450959700000001,0.12808276899999999,0.042640863999999994,0.158311544,0.00033738184156693093,0.00015793676002798427
8.0,0.9007904030000001,0.9247175670000001,0.886215461,0.8919471050000001,0.902605052,0.9104939419999999,0.91070481,0.9430203279999999,0.885920083,0.8918009689999999,0.910052711,0.910056793,7.456811307999999,0.11792593800000002,0.272770819,0.20573011300000002,0.128358886,0.197355292,0.187649307,0.142183768,0.501989591,0.134293142,0.209493402,0.17451350200000001,2.4341058166526045e-5,4.444239031328922e-6
16.0,0.501596461,0.467885147,0.465656807,0.47166963799999995,0.47436407999999997,0.475556592,0.482887821,0.482106843,0.523862503,0.9083413530000001,0.544021944,0.465662559,7.3820657359999995,0.23999113,0.10929313299999999,0.13040816499999996,0.109701647,0.19423125800000002,0.24432589800000004,0.06998878900000001,0.09843834,0.041668336,0.175394516,0.136713295,0.00042688866445220945,0.00016825528590092354
32.0,0.24702436300000002,0.251525445,0.248271609,0.252878829,0.24624104599999996,0.24611321000000003,0.25623653,0.250820932,0.25676014599999997,0.25393190000000004,0.252280572,0.272504673,7.518839711,0.13165770499999999,0.328192265,0.193542485,0.094596833,0.063494678,0.07574141799999999,0.10905346400000002,0.12002128799999999,0.26793794899999995,0.103457905,0.106466346,1.0692211546460425e-5,3.509375127058328e-6
64.0,0.144329975,0.14924022699999998,0.14877022800000003,0.148617389,0.14718667000000002,0.147796414,0.14780546,0.14843035200000002,0.14601051699999998,0.14712688499999999,0.140776932,0.146633502,8.173432041,0.07796668899999999,0.060403191999999994,0.151004761,0.210617628,0.27163022000000003,0.27025786199999996,0.035575868999999996,0.044251535,0.07570895500000001,0.21596197699999997,0.172691236,1.0026560244652013e-5,2.603620348863514e-6
128.0,0.079496399,0.07370993299999999,0.07377154300000001,0.08620650100000002,0.07579970999999999,0.07632853199999999,0.076066357,0.076576986,0.07658551100000001,0.07563545199999999,0.07515751500000001,0.07528718200000001,8.177173018000003,0.034792932,0.042712686,0.07446428000000001,0.020387118,0.019694899999999998,0.043529114,0.22126282599999997,0.437210964,0.17204819,0.322625595,0.18399827500000002,1.3775454866186217e-5,3.7539604611057584e-6
256.0,0.04451095000000001,0.043245061999999994,0.043381188,0.04337645,0.04291015900000001,0.043032565999999994,0.043283825,0.04319735999999999,0.043060457,0.042675965999999996,0.042882378000000006,0.043426133000000006,8.405787091,0.13557152699999997,0.253104287,0.32358929000000003,0.044910911,0.057567648999999985,0.316126893,0.035026777,0.02802449,0.024544288999999997,0.059362177999999995,0.337058342,1.0092920336016258e-5,4.356223589977132e-6
512.0,0.032380281999999996,0.03162992,0.031637514,0.031788498,0.03185505,0.03188762,0.031555443,0.031287117999999996,0.031561914999999996,0.031141065000000002,0.031281293,0.03164011,8.451628758999998,0.064907926,0.056881929,0.06982906900000001,0.060955339,0.06584915200000001,0.25375412,0.25818496599999996,0.415134066,0.358616198,0.375026009,0.409554327,0.00012626876100122755,3.1381359498573715e-5
1024.0,0.015383316999999999,0.014248714999999999,0.014255068000000003,0.014381224,0.014200999,0.014422942000000001,0.014484711,0.015726033,0.014291628000000002,0.014744153,0.014402766,0.015072407,8.563863969,0.024855317999999998,0.025320721999999997,0.06401220299999999,0.030064546000000004,0.09418871200000001,0.085387322,0.068981443,0.21390911,0.093216756,0.178231762,0.29306393099999994,6.97789378131597e-5,2.7202021183786765e-5
2048.0,0.016920096,0.016117661,0.016017570999999998,0.016147052,0.015932048,0.016014918,0.016204782,0.01614401,0.016103115,0.016105628,0.016009005,0.015850598,8.880911222000002,0.275474401,0.192930913,0.24217473500000003,0.25303862299999996,0.19569695700000003,0.244039162,0.15895518199999997,0.19783038999999997,0.169705592,0.155764179,0.169247974,0.000431432393148336,0.00022328735251784534
