procs,sim_time1,sim_time2,sim_time3,mpi_time1,mpi_time2,mpi_time3,max_error,l2_error
2.0,17.770906836,17.527951776,17.770570698,4.148949430000001,0.001492312,0.0042445899999999995,0.00021621434633669232,6.805739103873433e-5
4.0,8.999880426,9.030521934,9.129409263,7.991573272999999,0.0034184270000000004,0.43917575400000003,2.2469450199368844e-5,7.6282465889703475e-6
8.0,4.485979926,4.561865823000001,4.375183944,7.648135798,0.067061752,0.138639001,2.0680384108517235e-5,7.50750024307554e-6
16.0,2.222720034,2.250678918,2.251604086,8.709991904,0.32323580999999996,0.35106786300000004,5.3616156711343246e-5,2.18464145217417e-5
32.0,1.160031921,1.1770828480000002,1.184063767,7.864828564,0.225192857,0.232318798,1.1487047074770416e-5,5.090068506323742e-6
64.0,0.6376473170000001,0.64466859,0.649533929,8.582951298000001,0.43328408,0.06553753500000001,1.1479386105615934e-5,5.380780032214256e-6
128.0,0.34180487000000004,0.32300011900000003,0.334790669,9.227624344999999,0.029819775,0.03944839499999999,0.00016370916385668858,8.38349872572323e-5
256.0,0.163055611,0.155745935,0.16045766800000003,9.006784886999998,1.754694311,0.97417122,0.00010719717697839305,5.314273810207824e-5
