procs,sim_time1,sim_time2,sim_time3,sim_time4,sim_time5,sim_time6,mpi_time1,mpi_time2,mpi_time3,mpi_time4,mpi_time5,mpi_time6,max_error,l2_error
2.0,2.525039043,2.618486653,2.8501498720000003,2.478101428,2.510161631,2.528955475,3.6585060069999997,0.06810070700000001,0.142022448,0.06895029999999999,0.400552927,0.039327721,0.00010409332556223636,3.2839491379084356e-5
4.0,1.1121284590000002,1.128135622,1.178709987,1.098549406,1.1347616219999999,1.137565273,6.088759257,0.043203203,0.08698387500000002,0.149262865,0.049683148999999996,0.14533298099999997,0.00010409331525056267,4.446181394827952e-5
8.0,0.477651412,0.463324314,0.4781390200000001,0.47768901599999997,0.503916162,0.455188255,6.584789671,0.253659335,0.16823162699999997,0.154063622,0.138132114,0.21242149400000002,4.224406011932793e-6,1.0891392941649477e-6
16.0,0.25112974699999996,0.25990280099999996,0.259766628,0.25905377700000004,0.26067813,0.289800165,6.2232678319999994,0.116142305,0.115711551,0.5844910500000001,0.12413928200000002,0.152896852,0.00010409310842244264,4.325691751272194e-5
32.0,0.14695695100000003,0.15601403099999997,0.156050334,0.156606397,0.15590300399999998,0.15617339500000002,6.350710639,0.008256105,0.009225971000000001,0.0074359510000000005,0.007613387,0.007695179999999999,1.692090705999226e-6,8.130687145918961e-7
64.0,0.080086993,0.08429149999999999,0.084608163,0.08435517199999999,0.085389578,0.085852713,7.35788611,0.11123256499999998,0.023545954999999993,0.023765424000000004,0.057262028,0.08046405900000002,2.3794519745239597e-6,6.567298511461805e-7
128.0,0.037486141,0.037215524,0.037172013999999996,0.036995413,0.03681631,0.036921495000000006,7.417093033000001,0.003507712,0.003291334,0.0034307670000000004,0.003739641,0.0035208760000000005,3.840410221799976e-6,1.449106487806311e-6
256.0,0.015287551,0.014597005,0.01468329,0.014899457999999999,0.014954315,0.014997123,10.021380039000002,0.012702462000000001,0.012005222,0.011687725,0.011480836,0.014579283000000002,2.58826690312169e-6,1.3678172955060084e-6
512.0,0.012519242,0.011384395,0.011434046,0.011355249000000001,0.011320486999999999,0.011007482,7.723214295000001,0.01101189,0.010246168,0.010774384000000001,0.00946762,0.037070497,2.658601804288665e-5,1.2901868624004344e-5
1024.0,0.005361221,0.005023404999999999,0.004938206,0.004938601,0.005015281,0.0050244289999999995,7.737102272,0.020376611,0.014631387000000001,0.019086786999999997,0.014711395999999998,0.01426752,2.174575140625535e-5,1.2397745679644329e-5
