procs,sim_time1,sim_time2,sim_time3,sim_time4,sim_time5,sim_time6,sim_time7,sim_time8,sim_time9,sim_time10,sim_time11,sim_time12,mpi_time1,mpi_time2,mpi_time3,mpi_time4,mpi_time5,mpi_time6,mpi_time7,mpi_time8,mpi_time9,mpi_time10,mpi_time11,mpi_time12,max_error,l2_error
2.0,2.29157621,2.2342897679999996,2.147392156,2.3602167750000005,2.134563072,2.1485376520000004,2.1427878820000004,2.139696226,2.1470293249999997,2.119662887,2.165418137,2.1221608690000004,2.428178099,0.012981900999999997,0.262827051,0.019490399,0.05407080100000001,0.047044849,0.0062458669999999996,0.041136693999999994,0.006247197999999999,0.060414099000000006,0.017481865,0.039954258,0.00033252061388563834,0.00011577139267455238
4.0,1.1031988689999999,1.134938043,1.1437842169999999,1.1642154109999998,1.124505969,1.143544941,1.1491133420000001,1.155529068,1.127130134,1.1520275770000001,1.15137965,1.136644639,4.754993608999999,0.08138133500000001,0.10824974700000001,0.092511927,0.126903348,0.071401771,0.33120074899999996,0.09579290800000001,0.08989130399999999,0.100790464,0.058663744,0.128065208,0.00033738184156693093,0.00015793676002798427
8.0,0.554074188,0.578329757,0.5551811139999999,0.556185505,0.5686039290000001,0.568668849,0.570348784,0.585834085,0.555948374,0.555888374,0.569285571,0.570363441,4.840143393999999,0.037818561,0.142735994,0.094412382,0.031338499,0.086524858,0.081527145,0.063556727,0.30333719,0.043022938,0.09591357599999999,0.072770263,2.4341058166526045e-5,4.444239031328922e-6
16.0,0.330283706,0.29296974300000006,0.29326896999999996,0.293984972,0.295465034,0.300526777,0.300042083,0.30079651999999996,0.299198026,0.300499559,0.31593389400000005,0.29339135199999994,4.590594865999999,0.14038790999999998,0.040876099,0.058883015,0.042559274,0.086740479,0.148142837,0.018786778000000004,0.053228331000000004,0.017318134,0.10492587299999999,0.05815899199999999,0.00042688866445220945,0.00016825528590092354
32.0,0.14998358699999997,0.15084740299999996,0.150220513,0.151501421,0.15042530999999998,0.151979174,0.154790841,0.153706119,0.153166988,0.15517074800000002,0.154095356,0.16292249999999997,4.760578699000001,0.088461596,0.22679917999999996,0.12608074400000002,0.053139734,0.024670832,0.078176382,0.12913545099999998,0.127595941,0.207183319,0.058928344,0.06054405,1.0692211546460425e-5,3.509375127058328e-6
64.0,0.085604152,0.08094939200000001,0.08106312,0.081056009,0.08141827199999999,0.08119430700000001,0.080714589,0.08047573699999999,0.08047244199999999,0.08067281800000001,0.079558087,0.08117994,5.138741115,0.033448171000000006,0.034505275,0.102086942,0.13197886,0.214236547,0.17216336000000002,0.013277869,0.013385840999999999,0.040915001,0.16335279099999997,0.0397131,1.0026560244652013e-5,2.603620348863514e-6
128.0,0.041552884000000005,0.040519763,0.040516952,0.049821309,0.040472919,0.040628955,0.040552505,0.040816969,0.040889202,0.04069346900000001,0.041100005,0.041113290000000004,5.586291822000001,0.020544186,0.027377878,0.041884805,0.013125405,0.098457739,0.031068704000000003,0.153069933,0.2713661849999999,0.11759290499999998,0.41637338200000007,0.13998176699999998,1.3775454866186217e-5,3.7539604611057584e-6
256.0,0.023403353000000002,0.022601689999999997,0.022469676999999997,0.022377248000000002,0.022436034,0.022428368000000004,0.022732334000000003,0.022411137999999997,0.022250229,0.022286728999999998,0.022420937999999998,0.022562911,6.298175088999998,0.10889565200000001,0.223450825,0.24228938200000005,0.029653909000000003,0.115137119,0.196765862,0.10010769700000001,0.296709995,0.6936554599999998,0.28532010099999994,0.255367338,1.0092920336016258e-5,4.356223589977132e-6
512.0,0.017705476,0.017628931,0.017290386,0.017218274,0.017449843,0.017390892,0.017253858,0.017182949,0.016932706999999998,0.017097646,0.017110203999999997,0.01720213,6.046977208,0.071414055,0.039820806,0.04788545599999999,0.08253271399999998,0.047846764,0.16523342100000002,0.176497516,0.266792376,0.246181247,0.262387561,0.280907651,0.00012626876100122755,3.1381359498573715e-5
1024.0,0.009155537000000002,0.008220139999999999,0.008160084000000001,0.008098414,0.008085877000000002,0.008267487,0.008280938000000002,0.008137743,0.008170988,0.008285126,0.007991798999999999,0.008302733,6.62765286,0.139976554,0.016695619000000002,0.075376924,0.019548127999999998,0.057723351,0.054359522,0.04446943799999999,0.11079630099999999,0.059899791,0.11689475799999999,0.18559304199999999,6.97789378131597e-5,2.7202021183786765e-5
2048.0,0.010043564999999999,0.009103370999999999,0.00902219,0.009032137,0.009070346000000002,0.00904521,0.008934868,0.008987395000000002,0.009087899,0.009063437,0.009089436000000001,0.009127361,7.7586712339999995,0.18981150300000002,0.122174004,0.171558779,0.17247193,0.13574932099999998,0.12977734,0.12220386099999998,0.132811912,0.096653476,0.117185467,0.12242487700000002,0.000431432393148336,0.00022328735251784534
