procs,sim_time1,sim_time2,sim_time3,sim_time4,sim_time5,sim_time6,sim_time7,sim_time8,sim_time9,sim_time10,sim_time11,sim_time12,mpi_time1,mpi_time2,mpi_time3,mpi_time4,mpi_time5,mpi_time6,mpi_time7,mpi_time8,mpi_time9,mpi_time10,mpi_time11,mpi_time12,max_error,l2_error
2.0,10.038616077,9.892831383,10.308540040999999,9.975147214,10.017071564999998,9.979678442,9.963780715999999,9.963060324,9.954229413,10.020594022,10.01720099,10.040349971,2.9605898719999995,0.155781303,0.12248990099999998,0.127548678,0.15275318200000002,0.3138027630000001,0.6877266759999999,0.248386702,0.177813837,0.178968446,0.134440513,0.09613577799999999,0.00018132034455056335,6.079971447434768e-5
4.0,5.118726053,5.139678997,5.139057436999999,5.1167346369999995,5.10751564,5.116072045,5.217244457,5.209437049,5.128740688,5.066533219,5.133546766,5.1467100100000005,4.761248677000001,0.130967641,0.0849752,0.45464753599999996,0.124138803,0.4631402450000001,0.08921895299999999,0.10846267600000001,0.358079476,0.229628601,0.07226732,0.27266941499999997,3.484663981628973e-5,7.057911647169501e-6
8.0,2.676800763,2.725351476,2.684886693,2.71638758,2.752962607,2.6721791990000003,2.7194022720000004,2.704874319,2.6985668119999997,2.704993611,2.741595689,2.711968166,4.361787359,0.483835184,0.021085163,0.080544822,0.066380693,0.737737087,0.043188667,0.067878411,0.047883155999999996,0.056961497,0.043983272000000004,0.045379978,3.37112087577177e-5,7.146742236343242e-6
16.0,1.306456096,1.3576180489999998,1.359617,1.3467747609999998,1.3303081189999997,1.3494127729999998,1.347390534,1.3284746410000001,1.3525024190000001,1.3752941650000001,1.3457150600000003,1.352698188,4.60975671,0.08746885900000001,0.025823047,0.21651965199999998,0.21202748800000001,0.12989091200000003,0.5932537800000001,0.8137677170000001,0.076652072,0.123797332,0.17118281800000001,0.09864977300000001,9.390669970022782e-5,2.0686461650453767e-5
32.0,0.842702706,0.838840934,0.8377421900000002,0.8485357060000001,0.8486563579999999,0.85344568,0.8422323709999999,0.8208170159999999,0.8474218479999999,0.8771706249999999,0.8374608099999999,0.836930991,4.679348075000001,0.018243179,0.147284396,0.04063925200000001,0.051467582,0.121646514,0.108105463,0.47542284700000004,0.103004787,0.0894128,0.07460240800000001,0.08400456,2.32854747372812e-5,4.896747936440693e-6
64.0,0.35710019900000006,0.34331877600000005,0.340380946,0.334770238,0.338463063,0.34015921000000005,0.36586443600000007,0.33106841400000003,0.33546045199999996,0.32858451099999997,0.335362983,0.34196303800000005,5.207059615000001,0.289980445,0.12478650300000001,0.15362789899999998,0.140268536,0.253314055,0.193309425,0.15545646299999996,0.110701577,0.203736437,0.231943076,0.162032792,2.0161244484427914e-5,6.14084996083375e-6
128.0,0.15978267,0.145817972,0.146365028,0.145988137,0.14586907499999996,0.14605337599999998,0.145861209,0.1450728,0.145524603,0.145877924,0.145866502,0.145517564,5.65917068,0.062841889,0.486288853,0.26846821099999996,0.14878924600000001,0.051733423,0.09300515,0.098311131,0.114961927,0.296333689,0.26753051399999994,0.190124734,0.00023125435969637963,7.990530822256245e-5
256.0,0.086370632,0.080095965,0.079911597,0.07967073699999999,0.080044895,0.079738587,0.079525659,0.07895415100000001,0.079165978,0.07926978400000001,0.07993857099999999,0.079389367,6.720874417,0.073475268,0.07378975,0.079271764,0.213083046,0.4387931370000001,0.267787439,0.033646295,0.028312379999999998,0.098142611,0.09299998899999999,0.066360669,0.00024794601287727257,8.258717659410073e-5
512.0,0.043436310000000006,0.038930148000000005,0.039359266000000004,0.039025193,0.038988313000000004,0.038816902,0.039340232,0.040568197,0.042234441,0.040570012,0.040426254,0.040549985999999996,6.200836451,0.10772681200000002,0.187498893,0.22893599899999997,0.12075254199999999,0.055598394999999995,0.090408122,0.34879603000000003,0.46822547800000003,0.168001343,0.254809044,0.18022586200000001,2.723339301287731e-5,1.013330085268864e-5
1024.0,0.025251599,0.021435354,0.02170665,0.021600804999999997,0.02122618,0.021240252,0.021418916000000003,0.021296959,0.021479252000000004,0.021388819,0.02135822,0.021483413,6.401751321000001,0.2588668300000001,0.069198447,0.092539014,0.37469758999999997,0.07297268400000001,0.2679511,0.066485267,0.08651770500000001,0.119425523,0.19844561,0.46732297,2.3040880371328043e-5,9.521664554854001e-6
2048.0,0.015614872,0.013483812000000001,0.013454935,0.013587746,0.013653311000000003,0.013712339999999998,0.013667728,0.013645641,0.013578075,0.013729860999999998,0.013675994999999996,0.013772527,7.088918407000001,0.302606563,0.07338759800000001,0.098956003,0.05875463,0.094204144,0.12488659599999999,0.1824644,0.20316920999999996,0.29515085599999996,0.264257936,0.346594556,3.871695878630369e-5,1.9516612417810092e-5
