procs,sim_time1,sim_time2,sim_time3,mpi_time1,mpi_time2,mpi_time3,max_error,l2_error
2.0,4.224855896,4.092205028,3.9694134639999996,3.5741640969999993,0.01182797,0.08828789299999999,0.0004179867453290717,0.00013336141105562264
4.0,1.8912423500000002,1.8753415870000003,1.906671395,7.137180959999999,0.18233407999999998,0.09245069,0.0004179867453290717,0.00018057468116391967
8.0,1.0214345599999999,1.033007286,1.047315452,7.272336576999999,0.048364124,0.11927630900000001,1.386075731890033e-5,4.330100762196385e-6
16.0,0.523121113,0.527862602,0.524770348,7.26752215,0.11862462000000001,0.038756077,0.0004179867453290717,0.00017830933242784402
32.0,0.254318095,0.26055354399999997,0.261603567,7.7786363079999985,0.078789407,0.16118545699999998,7.713997217930311e-6,3.360161179532713e-6
64.0,0.15766903100000002,0.157206031,0.154819809,7.80829453,0.06856789499999999,0.6446047670000001,5.9652612213462486e-6,2.9751074575345137e-6
128.0,0.077729486,0.07761787199999999,0.078080431,8.368165693999998,0.021083732999999997,0.018020175,9.10085548482605e-6,3.531680531032145e-6
256.0,0.043776838,0.043755142000000004,0.043269673,8.059761492,0.089417474,0.08968365899999999,5.742256865405595e-6,4.1048142925863796e-6
