procs,sim_time1,sim_time2,sim_time3,sim_time4,sim_time5,sim_time6,mpi_time1,mpi_time2,mpi_time3,mpi_time4,mpi_time5,mpi_time6,max_error,l2_error
2.0,61.802464398,61.10454784299999,61.426372448,60.252734623,60.261501463,60.223758064,7.370528335,2.010275024,1.7991567400000001,2.109749474,2.1248917840000003,2.101705612,0.000141623861719331,2.9281406491411863e-5
4.0,31.032023316,30.82735149,30.771035004,30.921504765999998,30.745576323999998,30.336113500000003,6.450374926,0.31095258400000003,0.6579413890000001,0.24595188200000004,0.11970632899999999,0.18490775,1.1729634137291664e-5,2.89211666799291e-6
8.0,13.837040387000002,14.352505637,13.845752289,14.079844149000001,14.004417681000001,14.231094457,16.016398288,8.767687398,9.299214871,9.005665511,9.113162694,8.817669232,3.546144707562437e-6,5.759805021576542e-7
16.0,6.291416599999999,6.3501230390000005,6.299307786,6.387974523,6.360448642000001,6.315115992999999,10.596911024999999,5.074286666,5.183710685,5.002091449000001,4.839085616,5.271339673,1.076583270931829e-5,3.098089240684851e-6
32.0,4.188238029,4.609678743,4.464866119,4.451477209,4.6052864300000005,4.325199239,6.999386547,0.13493345199999998,1.236760405,0.7911860090000001,0.487320039,0.834771726,1.2337752474986835e-5,1.6705725884719583e-6
64.0,2.000080471,2.0928610130000003,2.0599475110000003,2.023253036,2.0936574190000004,2.092064819,6.677842517,0.123478579,0.133906288,0.16560242900000002,0.177123133,0.110372326,1.6107189451476388e-6,5.486844885238116e-7
128.0,0.9394898989999999,0.956979732,0.9637579,1.0198863839999999,0.929029326,0.960579393,8.148563782,0.273170876,0.14735495699999998,0.14356142100000002,0.230755312,0.203880275,2.5954107421764886e-5,7.598974562605782e-6
256.0,0.494941783,0.48648906199999997,0.486445236,0.49062424299999996,0.496385975,0.49526332800000006,7.070467866,0.763885247,0.023869544,0.337335595,0.29047806899999995,0.03388713,1.3147783962670691e-6,7.059317721720755e-7
512.0,0.158353748,0.168483329,0.16903085499999998,0.16751736399999997,0.16801547599999997,0.167796573,7.715433786999999,0.066449709,0.08218975,0.128213203,0.17984904499999996,0.05382382100000001,2.2673350779572074e-5,1.1679239052687404e-5
1024.0,0.05511930699999999,0.053608174999999994,0.053911731000000004,0.052304557,0.052361898,0.051945875,7.8652363549999995,0.981418926,0.910446802,0.353659764,0.5669577819999999,0.16008504099999998,1.6618549116649214e-5,6.17927498220197e-6
